latest_survival_date,year_completed,blk_no,street,max_floor_lvl,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,other_sold,is_demolished,latitude,longitude,car_park_no,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
2020-04-24,1994,856e,tampines st 82,15,tap,76,0,0,0,0,0,76,0,0,1.352917261,103.9387947,tm18,multi-storey car park,electronic parking,7am-10.30pm,no,no,10,2.0,n
2020-04-24,1994,856b,tampines st 82,16,tap,78,0,0,0,0,0,78,0,0,1.3531103169999998,103.9376999,tm18,multi-storey car park,electronic parking,7am-10.30pm,no,no,10,2.0,n
2020-04-24,1994,856c,tampines st 82,16,tap,80,0,0,0,0,0,80,0,0,1.3525051019999998,103.9375875,tm18,multi-storey car park,electronic parking,7am-10.30pm,no,no,10,2.0,n
2020-04-24,1985,204,serangoon ctrl,12,sgn,151,0,0,97,54,0,0,0,0,1.352438279,103.8732981,se20,multi-storey car park,electronic parking,whole day,no,yes,2,1.9,n
2020-04-24,1985,203,serangoon ctrl,12,sgn,171,0,0,113,57,1,0,0,0,1.352078409,103.8732889,se20,multi-storey car park,electronic parking,whole day,no,yes,2,1.9,n
2020-04-24,1985,202,serangoon ctrl,12,sgn,102,0,0,0,50,52,0,0,0,1.351779291,103.8732554,se20,multi-storey car park,electronic parking,whole day,no,yes,2,1.9,n
2020-04-24,1985,846,sims ave,19,gl,72,0,0,0,0,0,72,0,0,1.317602618,103.9017072,ec7,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1985,848,sims ave,4,gl,20,0,0,0,20,0,0,0,0,1.31720886,103.9014318,ec7,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1985,844,sims ave,4,gl,20,0,0,0,20,0,0,0,0,1.318183439,103.9013112,ec7,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1985,842,sims ave,19,gl,72,0,0,0,0,0,72,0,0,1.317952721,103.90161,ec7,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1985,850,woodlands st 82,12,wl,62,0,0,6,4,10,42,0,0,1.440949816,103.7920838,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,847,woodlands st 82,12,wl,74,0,0,6,6,0,62,0,0,1.44215341,103.7917334,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,848,woodlands st 82,12,wl,72,0,0,6,6,0,60,0,0,1.441782188,103.7917581,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,849,woodlands st 82,12,wl,60,0,0,6,4,10,40,0,0,1.4413105940000002,103.7920656,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,845,woodlands st 82,12,wl,136,0,0,0,136,0,0,0,0,1.4427545590000002,103.7925321,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,843,woodlands st 82,12,wl,136,0,0,0,136,0,0,0,0,1.44314929,103.7930551,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,842,woodlands st 82,12,wl,136,0,0,0,136,0,0,0,0,1.443437705,103.7922554,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,840,woodlands st 82,12,wl,114,0,0,0,114,0,0,0,0,1.443812821,103.7924011,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,837,woodlands st 82,4,wl,20,0,0,0,0,0,20,0,0,1.441169177,103.7915734,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,838,woodlands st 82,4,wl,24,0,0,0,0,0,24,0,0,1.441899984,103.79123359999998,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1994,839,woodlands st 82,12,wl,77,0,0,0,44,33,0,0,0,1.442905396,103.7920579,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1994,841,woodlands st 82,12,wl,66,0,0,0,33,33,0,0,0,1.443506075,103.7917082,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1995,865,woodlands st 83,12,wl,56,0,0,0,0,0,56,0,0,1.440991295,103.7927914,w40,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,366,bt batok st 31,17,bb,80,0,0,0,0,0,80,0,0,1.360364788,103.7489167,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,367,bt batok st 31,12,bb,110,0,0,66,44,0,0,0,0,1.360332742,103.7496915,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,368,bt batok st 31,12,bb,132,0,0,66,66,0,0,0,0,1.360381049,103.7509239,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,365,bt batok st 31,4,bb,16,0,0,0,16,0,0,0,0,1.360871521,103.7486445,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,369,bt batok st 31,12,bb,144,0,0,0,144,0,0,0,0,1.36002946,103.7510723,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,370,bt batok st 31,9,bb,100,0,0,0,100,0,0,0,0,1.359957417,103.7493073,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,362,bt batok st 31,4,bb,22,0,0,0,0,0,22,0,0,1.360919734,103.7499523,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,360,bt batok st 31,12,bb,110,0,0,66,44,0,0,0,0,1.3610670480000002,103.7506254,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,361,bt batok st 31,12,bb,110,0,0,66,44,0,0,0,0,1.360733722,103.7509441,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,363,bt batok st 31,12,bb,132,0,0,66,66,0,0,0,0,1.361014444,103.7494473,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,358,bt batok st 31,12,bb,88,0,0,0,88,0,0,0,0,1.361412265,103.7507505,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,364,bt batok st 31,12,bb,110,0,0,66,44,0,0,0,0,1.360664911,103.749321,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,354,bt batok st 31,15,bb,90,0,0,0,0,0,90,0,0,1.3613874869999998,103.7497292,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,355,bt batok st 31,4,bb,8,0,0,0,0,0,8,0,0,1.361779969,103.7505282,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,357,bt batok st 31,4,bb,12,0,0,0,0,0,12,0,0,1.361654964,103.7508747,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,359,bt batok st 31,4,bb,27,0,0,18,9,0,0,0,0,1.361343704,103.7512307,u26,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,842,tampines st 82,11,tap,124,0,0,0,72,52,0,0,0,1.3512603580000002,103.9379763,tm17,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,1.9,n
2020-04-24,1993,842c,tampines st 82,16,tap,94,0,0,0,38,56,0,0,0,1.3508878830000002,103.9368516,tm17,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,1.9,n
2020-04-24,1993,842b,tampines st 82,16,tap,132,0,0,0,61,71,0,0,0,1.35132562,103.9369211,tm17,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,1.9,n
2020-04-24,1993,842d,tampines st 82,16,tap,97,0,0,0,52,45,0,0,0,1.350596555,103.9375503,tm17,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,1.9,n
2020-04-24,1994,842e,tampines st 82,16,tap,82,0,0,0,26,56,0,0,0,1.351571209,103.938445,tm17,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,1.9,n
2020-04-24,1994,842h,tampines st 82,16,tap,132,0,0,0,61,71,0,0,0,1.3516166790000002,103.9370705,tm17,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,1.9,n
2020-04-24,1985,311,bt batok st 32,4,bb,32,0,0,16,16,0,0,0,0,1.360082515,103.7483417,u48,surface car park,electronic parking,whole day,no,yes,0,0.0,n
2020-04-24,1985,349,ubi ave 1,12,gl,114,0,0,0,114,0,0,0,0,1.325828343,103.9005811,ku4,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1985,350,ubi ave 1,4,gl,19,0,0,14,5,0,0,0,0,1.325804085,103.90129240000002,ku4,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1985,344,ubi ave 1,11,gl,124,0,0,0,124,0,0,0,0,1.326359384,103.8997531,ku4,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1985,343,ubi ave 1,12,gl,114,0,0,0,114,0,0,0,0,1.3265066559999998,103.9004921,ku4,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1985,346,ubi ave 1,13,gl,96,0,0,0,96,0,0,0,0,1.325981655,103.8996734,ku4,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1985,347,ubi ave 1,13,gl,96,0,0,0,96,0,0,0,0,1.32566117,103.8997332,ku4,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1985,348,ubi ave 1,12,gl,114,0,0,0,114,0,0,0,0,1.32615026,103.9005275,ku4,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1985,345,ubi ave 1,4,gl,16,0,0,0,16,0,0,0,0,1.325917439,103.8990637,ku4,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1985,342,ubi ave 1,4,gl,16,0,0,12,4,0,0,0,0,1.326433385,103.90117,ku4,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1988,352,ubi ave 1,10,gl,108,0,0,0,62,46,0,0,0,1.325227018,103.8994002,ku4,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1988,351,ubi ave 1,10,gl,72,0,0,0,40,32,0,0,0,1.325486285,103.9007277,ku4,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1985,349,woodlands ave 3,13,wl,96,0,0,0,54,42,0,0,0,1.433524245,103.7825163,w61,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1985,350,woodlands ave 3,12,wl,110,0,0,0,70,40,0,0,0,1.433842288,103.782295,w61,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1995,359,woodlands ave 5,12,wl,56,0,0,0,0,0,56,0,0,1.434063554,103.7840689,w61,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1995,360,woodlands ave 5,12,wl,56,0,0,0,0,0,56,0,0,1.434047752,103.7845013,w61,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1995,358,woodlands ave 5,12,wl,56,0,0,0,0,0,56,0,0,1.4336826269999998,103.7838751,w61,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1995,357,woodlands ave 5,12,wl,56,0,0,0,0,0,56,0,0,1.433145228,103.78443409999998,w61,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1985,609,yishun st 61,12,ys,132,0,0,0,132,0,0,0,0,1.4209897930000002,103.836353,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,610,yishun st 61,12,ys,110,0,0,0,110,0,0,0,0,1.420579381,103.836103,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,627,yishun st 61,12,ys,132,0,0,66,66,0,0,0,0,1.417704099,103.8370051,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,625,yishun st 61,12,ys,88,0,0,0,48,40,0,0,0,1.418173615,103.8361904,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,626,yishun st 61,9,ys,100,0,0,0,60,40,0,0,0,1.417493669,103.835749,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,619,yishun ring rd,12,ys,88,0,0,0,48,40,0,0,0,1.419114769,103.8349352,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,617,yishun ring rd,11,ys,100,0,0,60,40,0,0,0,0,1.41930445,103.8353287,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,616,yishun ring rd,4,ys,16,0,0,0,0,8,8,0,0,1.419666881,103.8348907,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,630,yishun st 61,12,ys,132,0,0,66,66,0,0,0,0,1.418019133,103.8377843,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,618,yishun ring rd,13,ys,73,0,0,24,33,0,16,0,0,1.418735301,103.8357033,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,631,yishun st 61,4,ys,24,0,0,10,6,2,6,0,0,1.418353137,103.8384128,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,620,yishun ring rd,12,ys,88,0,0,0,48,40,0,0,0,1.418923552,103.8346742,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,621,yishun ring rd,12,ys,110,0,0,66,44,0,0,0,0,1.418667011,103.835187,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,629,yishun st 61,12,ys,110,0,0,66,44,0,0,0,0,1.418396804,103.8377393,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,628,yishun st 61,12,ys,110,0,0,66,44,0,0,0,0,1.418078028,103.8369573,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,622,yishun ring rd,12,ys,110,0,0,66,44,0,0,0,0,1.4183428180000002,103.8350229,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,624,yishun ring rd,9,ys,124,0,0,0,67,57,0,0,0,1.418077891,103.8355829,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,613,yishun st 61,12,ys,88,0,0,0,48,40,0,0,0,1.420066635,103.8352837,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,612,yishun st 61,12,ys,88,0,0,0,48,40,0,0,0,1.420360739,103.8354176,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,608,yishun st 61,4,ys,16,0,0,0,0,8,8,0,0,1.420777466,103.8352195,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,607,yishun st 61,12,ys,88,0,0,0,48,40,0,0,0,1.421386044,103.8356042,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,606,yishun st 61,13,ys,72,0,0,0,0,0,72,0,0,1.4213341730000002,103.8363183,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,615,yishun ring rd,11,ys,100,0,0,60,40,0,0,0,0,1.419613451,103.8354763,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,614,yishun st 61,13,ys,72,0,0,0,0,0,72,0,0,1.4198290669999998,103.8360325,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1986,611,yishun st 61,13,ys,72,0,0,0,0,0,72,0,0,1.420200859,103.83615290000002,y34,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,202,bt batok st 21,25,bb,128,0,0,3,29,96,0,0,0,1.3465978580000002,103.7484484,u36,surface car park,coupon parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1985,325,serangoon ave 3,13,sgn,96,0,0,0,96,0,0,0,0,1.35093759,103.868683,se17,surface car park,electronic parking,whole day,no,yes,0,0.0,n
2020-04-24,1985,324,serangoon ave 3,13,sgn,96,0,0,0,96,0,0,0,0,1.351250964,103.8688445,se17,surface car park,electronic parking,whole day,no,yes,0,0.0,n
2020-04-24,1985,322,serangoon ave 3,11,sgn,70,0,0,0,0,0,70,0,0,1.351755071,103.8686624,se17,surface car park,electronic parking,whole day,no,yes,0,0.0,n
2020-04-24,1985,327,serangoon ave 3,13,sgn,96,0,0,0,96,0,0,0,0,1.3505992669999998,103.8685149,se17,surface car park,electronic parking,whole day,no,yes,0,0.0,n
2020-04-24,1985,328,serangoon ave 3,13,sgn,96,0,0,0,96,0,0,0,0,1.3502861590000002,103.8683526,se17,surface car park,electronic parking,whole day,no,yes,0,0.0,n
2020-04-24,1985,321,serangoon ave 2,11,sgn,90,0,0,0,0,0,90,0,0,1.351205269,103.8677695,se17,surface car park,electronic parking,whole day,no,yes,0,0.0,n
2020-04-24,1985,329,serangoon ave 3,12,sgn,152,0,0,0,94,58,0,0,0,1.3496263430000002,103.8680638,se17,surface car park,electronic parking,whole day,no,yes,0,0.0,n
2020-04-24,1985,330,bt batok st 33,17,bb,80,0,0,0,0,0,80,0,0,1.3633984869999998,103.7484454,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,325,bt batok st 33,14,bb,136,0,0,0,80,56,0,0,0,1.362601611,103.7474249,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,324,bt batok st 33,12,bb,124,0,0,83,41,0,0,0,0,1.3621647280000002,103.7476281,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,331,bt batok st 33,14,bb,118,0,0,0,76,42,0,0,0,1.3636118659999998,103.7476453,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,327,bt batok st 33,4,bb,16,0,0,8,8,0,0,0,0,1.362830155,103.7478342,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,332,bt batok st 32,4,bb,32,0,0,24,8,0,0,0,0,1.363759683,103.748198,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,336,bt batok st 32,12,bb,111,0,0,0,80,31,0,0,0,1.364928925,103.7483655,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,333,bt batok st 32,10,bb,132,0,0,76,56,0,0,0,0,1.364182056,103.7477973,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,328,bt batok st 33,4,bb,16,0,0,8,8,0,0,0,0,1.362874905,103.7475629,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,326,bt batok st 33,4,bb,24,0,0,0,0,0,24,0,0,1.362570999,103.7481555,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,335,bt batok st 32,4,bb,16,0,0,8,8,0,0,0,0,1.364591258,103.7483265,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,329,bt batok st 33,14,bb,110,0,0,0,74,36,0,0,0,1.363126337,103.7474185,u24,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,4.5,n
2020-04-24,1985,330,serangoon ave 3,12,sgn,134,0,0,0,134,0,0,0,0,1.34993697,103.8695629,se18,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1985,331,serangoon ave 3,12,sgn,88,0,0,0,48,40,0,0,0,1.34964854,103.8702122,se18,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1985,332,serangoon ave 3,12,sgn,138,0,0,0,138,0,0,0,0,1.351017195,103.8701851,se18,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1985,333,serangoon ave 3,12,sgn,88,0,0,0,48,40,0,0,0,1.3504974580000002,103.8704402,se18,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1985,326,serangoon ave 3,4,sgn,23,0,0,13,10,0,0,0,0,1.350351985,103.868997,se18,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1985,323,serangoon ave 3,12,sgn,136,0,0,68,68,0,0,0,0,1.351168574,103.8694085,se18,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1985,335,serangoon ave 3,12,sgn,138,0,0,0,138,0,0,0,0,1.349442214,103.8710678,se18,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1986,334,serangoon ave 3,12,sgn,88,0,0,0,48,40,0,0,0,1.350506079,103.8709845,se18,surface car park,electronic parking,7am-10.30pm,no,no,0,4.5,n
2020-04-24,1985,201e,tampines st 23,4,tap,66,0,0,65,0,1,0,0,0,1.352921625,103.9538583,t18,surface car park,electronic parking,whole day,no,yes,0,0.0,n
2020-04-24,1985,808,woodlands st 81,12,wl,72,0,0,6,6,0,60,0,0,1.44228124,103.7869156,w36,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,803,woodlands st 81,12,wl,60,0,0,6,4,0,50,0,0,1.440350676,103.7870944,w36,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,805,woodlands st 81,12,wl,60,0,0,6,4,0,50,0,0,1.440665109,103.7873096,w36,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,806,woodlands st 81,11,wl,219,0,0,0,0,0,0,219,0,1.440987031,103.7867592,w36,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,804,woodlands st 81,11,wl,80,0,0,0,0,0,80,0,0,1.439970248,103.78777209999998,w36,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,802,woodlands st 81,9,wl,100,0,0,0,60,40,0,0,0,1.440940295,103.786015,w36,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,807,woodlands st 81,12,wl,72,0,0,6,6,0,60,0,0,1.442260272,103.7875172,w36,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,801,woodlands st 81,9,wl,100,0,0,0,60,40,0,0,0,1.441682283,103.7859847,w36,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1994,809,woodlands st 81,12,wl,89,0,0,0,45,44,0,0,0,1.4430200359999998,103.7879158,w36,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1994,810,woodlands st 81,10,wl,63,0,0,0,45,18,0,0,0,1.442672212,103.7881523,w36,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,334,bt batok st 32,4,bb,32,0,0,0,20,12,0,0,0,1.364629157,103.7478314,u24t,surface car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,0,9.99,n
2020-04-24,1985,801,yishun ring rd,4,ys,32,0,0,24,8,0,0,0,0,1.4182098669999998,103.8322407,y25,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,805,yishun ring rd,13,ys,148,0,0,0,88,60,0,0,0,1.417427227,103.8315889,y25,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,803,yishun ring rd,12,ys,110,0,0,66,44,0,0,0,0,1.418217946,103.8316015,y25,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,804,yishun ring rd,13,ys,148,0,0,0,88,60,0,0,0,1.417900674,103.8313453,y25,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,806,yishun ring rd,12,ys,110,0,0,66,44,0,0,0,0,1.417221562,103.8311114,y25,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,807,yishun ring rd,4,ys,28,0,0,14,14,0,0,0,0,1.416498758,103.8315784,y25,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,802,yishun ring rd,12,ys,110,0,0,66,44,0,0,0,0,1.418538855,103.8317633,y25,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,809,yishun ring rd,13,ys,96,0,0,0,30,66,0,0,0,1.4166277230000002,103.8307409,y25,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,800,yishun ring rd,13,ys,120,0,0,0,120,0,0,0,0,1.4187251669999998,103.8321104,y25,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1986,810,yishun ring rd,13,ys,96,0,0,0,30,66,0,0,0,1.416100664,103.8319012,y25,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
